Listening on 127.0.0.1:9999
MAP-Elites insertion: outcome=new-global-best qd-delta=1010.128685 qd-score=1010.128685 emitter=initial-population
--> new robust best creature found through loaded! Fitness=1010.128684838479 domains=[1343.699951, 1367.731323, 1658.087769, 810.513794, 1049.048584]
MAP-Elites insertion: outcome=new-global-best qd-delta=1219.829750 qd-score=2229.958434 emitter=initial-population
--> new robust best creature found through loaded! Fitness=1219.8297495938923 domains=[3120.39624, 1621.612671, 2468.103027, 1432.713257, 756.037598]
MAP-Elites insertion: outcome=new-cell qd-delta=960.937165 qd-score=3190.895600 emitter=initial-population
MAP-Elites insertion: outcome=new-global-best qd-delta=1594.680692 qd-score=4785.576292 emitter=initial-population
--> new robust best creature found through loaded! Fitness=1594.6806920517706 domains=[2069.069336, 2414.408691, 3164.851562, 1009.372437, 3085.182373]
MAP-Elites insertion: outcome=new-cell qd-delta=1316.863182 qd-score=6102.439473 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=841.597434 qd-score=6944.036907 emitter=initial-population
MAP-Elites insertion: outcome=new-global-best qd-delta=1675.127684 qd-score=8619.164591 emitter=initial-population
--> new robust best creature found through loaded! Fitness=1675.1276844292738 domains=[2359.861816, 2348.622803, 2555.531982, 1512.44043, 1381.32251]
MAP-Elites insertion: outcome=new-cell qd-delta=1500.308027 qd-score=10119.472619 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=974.945695 qd-score=11094.418314 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=953.544183 qd-score=12047.962497 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1256.746096 qd-score=13304.708593 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=918.067688 qd-score=14222.776281 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=849.141403 qd-score=15071.917684 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1054.592764 qd-score=16126.510448 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=664.886363 qd-score=16791.396811 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=577.507511 qd-score=17368.904322 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1503.605598 qd-score=18872.509920 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1410.180683 qd-score=20282.690603 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1018.540839 qd-score=21301.231442 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=481.813475 qd-score=21783.044917 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1370.339493 qd-score=23153.384410 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1670.718562 qd-score=24824.102972 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=937.911390 qd-score=25762.014362 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1497.180576 qd-score=27259.194938 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=866.946175 qd-score=28126.141113 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=993.716847 qd-score=29119.857960 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=651.810982 qd-score=29771.668942 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=572.202457 qd-score=30343.871400 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1211.188792 qd-score=31555.060192 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1119.951253 qd-score=32675.011445 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1016.850172 qd-score=33691.861617 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1457.051202 qd-score=35148.912819 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=793.650998 qd-score=35942.563817 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=468.730864 qd-score=36411.294681 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=592.113035 qd-score=37003.407716 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1381.299575 qd-score=38384.707290 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=1002.127789 qd-score=39386.835079 emitter=initial-population
MAP-Elites insertion: outcome=new-cell qd-delta=549.951213 qd-score=39936.786292 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39936.786292 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39936.786292 emitter=initial-population
15:25:06: 7520x RT, 125.3 creatures/sec. Fitness: best=1675.1, avg=1051.0, new=(loaded=1321.5). MAP-Elites(8x8, morphologies=3): occupied=38, pending=192, in flight=40, QD score=39936.786
MAP-Elites insertion: outcome=replacement qd-delta=13.866079 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39950.652371 emitter=initial-population
MAP-Elites insertion: outcome=replacement qd-delta=25.429394 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=39976.081765 emitter=initial-population
MAP-Elites insertion: outcome=replacement qd-delta=105.454514 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
15:25:08: 7980x RT, 133.0 creatures/sec. Fitness: best=1675.1, avg=1054.8, new=(loaded=1094.3). MAP-Elites(8x8, morphologies=3): occupied=38, pending=192, in flight=40, QD score=40081.536
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40081.536279 emitter=initial-population
MAP-Elites insertion: outcome=replacement qd-delta=171.039094 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
MAP-Elites insertion: outcome=rejected qd-delta=0.000000 qd-score=40252.575374 emitter=initial-population
